Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,,,,,,
Tucker Frawley,2012,23,2.6,Coastal Carolina,BigS,NCAA,,60,250,203,25,60,8,0,1,27,5,3,33,31,0.296,0.411,0.35,0.76,71,,8,4,2,1,,,,,,
Yoenny Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Maile,2011,20,-0.6,Kentucky,SEC,NCAA,,51,209,177,29,50,10,3,9,36,6,2,18,49,0.282,0.361,0.525,0.886,93,,6,4,4,,,,,,,
Luke Maile,2012,21,0.6,Kentucky,SEC,NCAA,,62,278,229,48,73,13,0,12,51,9,2,34,36,0.319,0.426,0.533,0.959,122,,11,1,3,4,,,,,,
Evan Marzilli,2011,20,-0.6,South Carolina,SEC,NCAA,,66,263,220,39,64,14,2,3,31,6,1,25,63,0.291,0.375,0.414,0.789,91,,6,10,2,,,,,,,
Evan Marzilli,2012,21,0.6,South Carolina,SEC,NCAA,,69,323,268,51,76,14,4,2,32,13,4,30,57,0.284,0.365,0.388,0.753,104,,9,8,8,0,,,,,,
Jeff McVaney,2011,21,0.2,Texas State,SLC,NCAA,,64,295,238,53,76,11,1,10,47,12,6,34,37,0.319,0.428,0.5,0.928,119,,15,3,5,,,,,,,
Jeff McVaney,2012,22,1.6,Texas State,SLC,NCAA,,56,248,222,46,75,21,2,10,48,16,3,14,41,0.338,0.39,0.586,0.976,130,,7,2,3,3,,,,,,
Taylor Dugas,2011,21,0.4,Alabama,SEC,NCAA,,63,290,241,60,84,20,4,8,33,8,5,41,22,0.349,0.455,0.564,1.019,136,,7,0,1,,,,,,,
Taylor Dugas,2012,22,1.6,Alabama,SEC,NCAA,,55,253,207,41,71,12,7,2,28,8,5,25,21,0.343,0.45,0.498,0.948,103,,17,2,2,2,,,,,,
Josh Ludy,2011,21,0.2,Baylor,B12,NCAA,,57,231,205,26,57,10,1,3,34,2,0,19,40,0.278,0.352,0.38,0.733,78,,5,1,1,,,,,,,
Josh Ludy,2012,22,1.1,Baylor,B12,NCAA,,63,279,232,41,84,15,0,16,71,1,0,32,41,0.362,0.455,0.634,1.089,147,,11,0,4,2,,,,,,
L.J. Mazzilli,2011,20,-0.6,Connecticut,BigE,NCAA,,65,304,275,48,93,23,5,3,32,11,10,21,28,0.338,0.392,0.491,0.883,135,,4,3,1,,,,,,,
L.J. Mazzilli,2012,21,0.5,Connecticut,BigE,NCAA,,58,267,239,43,81,19,2,9,38,16,5,22,30,0.339,0.404,0.548,0.953,131,,5,0,1,3,,,,,,
L.J. Mazzilli,2013,22,1.4,Connecticut,BigE,NCAA,,63,299,260,50,92,16,4,6,52,29,4,28,26,0.354,0.408,0.515,0.923,134,,2,0,9,8,,,,,,
Jamodrick McGruder,2011,19,-1.8,Texas Tech,B12,NCAA,,49,241,174,38,51,3,4,2,29,28,6,35,40,0.293,0.47,0.391,0.861,68,,25,5,2,,,,,,,
Jamodrick McGruder,2012,20,-0.9,Texas Tech,B12,NCAA,,53,259,193,54,69,6,8,2,27,39,5,45,35,0.358,0.5,0.503,1.003,97,,11,9,1,1,,,,,,
D.J. Crumlich,2011,21,0.2,UC Irvine,BigW,NCAA,,59,284,233,51,70,15,2,1,27,4,4,32,31,0.3,0.401,0.395,0.796,92,,9,7,3,,,,,,,
D.J. Crumlich,2012,22,1.7,UC Irvine,BigW,NCAA,,56,263,222,39,72,16,1,0,19,8,3,26,22,0.324,0.402,0.405,0.808,90,,7,2,6,0,,,,,,
Richie Rodriguez,2011,21,0.3,Eastern Kentucky,OVC,NCAA,,57,255,230,44,82,14,5,2,26,19,3,20,21,0.357,0.42,0.487,0.907,112,,5,0,0,,,,,,,
Richie Rodriguez,2012,22,1,Eastern Kentucky,OVC,NCAA,,54,258,212,59,80,18,3,14,46,12,3,33,13,0.377,0.469,0.689,1.158,146,,8,0,5,9,,,,,,
Daniel Pigott,2011,21,0.4,Florida,SEC,NCAA,,71,285,257,44,85,21,1,5,40,15,4,12,31,0.331,0.375,0.479,0.853,123,,6,10,0,,,,,,,
Daniel Pigott,2012,22,1.6,Florida,SEC,NCAA,,67,299,255,49,81,13,2,8,41,12,5,23,31,0.318,0.386,0.478,0.864,122,,9,6,6,2,,,,,,
Joey Rickard,2011,20,-0.4,Arizona,P10,NCAA,,60,293,248,49,86,11,1,4,37,16,8,22,32,0.347,0.41,0.448,0.857,111,,8,10,5,,,,,,,
Joey Rickard,2012,21,0.5,Arizona,P12,NCAA,,61,308,259,60,83,17,2,1,33,18,6,25,36,0.32,0.397,0.413,0.81,107,,12,6,6,1,,,,,,
Jake Stewart,2011,20,-0.4,Stanford,P10,NCAA,,45,196,174,32,50,15,1,0,19,8,2,15,54,0.287,0.339,0.385,0.724,67,,0,4,3,,,,,,,
Jake Stewart,2012,21,0.5,Stanford,P12,NCAA,,48,219,194,40,57,16,0,7,26,3,1,12,39,0.294,0.341,0.485,0.826,94,,4,5,4,2,,,,,,
Joel Hutter,2011,21,0.6,Dallas Baptist,D1IN,NCAA,,61,277,231,47,70,15,1,9,50,3,0,33,34,0.303,0.396,0.494,0.89,114,,6,2,5,,,,,,,
Joel Hutter,2012,22,1.4,Dallas Baptist,D1IN,NCAA,,60,271,234,45,79,16,1,11,72,8,1,22,33,0.338,0.4,0.556,0.956,130,,7,1,7,1,,,,,,
Stephen Carmon,2011,21,0.3,USC Aiken,PBC,NCAA,,50,237,193,46,72,17,7,4,26,33,3,33,16,0.373,0.474,0.596,1.07,115,,5,5,1,,,,,,,
Stephen Carmon,2012,22,1.4,USC Aiken,PBC,NCAA,,55,268,227,57,79,16,2,0,28,45,2,27,6,0.348,0.426,0.436,0.862,99,,6,5,3,,,,,,,
Ben Waldrip,2011,21,0.3,Jacksonville State,OVC,NCAA,,50,219,192,33,66,7,1,10,46,0,0,18,34,0.344,0.416,0.547,0.962,105,,7,0,2,,,,,,,
Ben Waldrip,2012,22,1,Jacksonville State,OVC,NCAA,,53,249,212,40,70,14,1,18,61,1,1,23,30,0.33,0.41,0.66,1.07,140,,9,0,5,1,,,,,,
Brett Vertigan,2012,21,0.7,UC Santa Barbara,BigW,NCAA,,56,273,236,54,90,14,9,1,30,17,7,26,16,0.381,0.454,0.53,0.984,125,,7,2,2,4,,,,,,
Craig Manuel,2011,21,0.3,Rice,CUSA,NCAA,,60,233,175,24,54,6,0,1,35,1,0,29,8,0.309,0.421,0.36,0.781,63,,10,12,7,,,,,,,
Craig Manuel,2012,22,1.2,Rice,CUSA,NCAA,,58,207,171,19,47,6,0,2,25,0,0,18,13,0.275,0.37,0.345,0.715,59,,9,7,2,0,,,,,,
Trevor Brown,2011,19,-1.4,UCLA,P10,NCAA,,41,123,106,10,23,3,0,0,8,1,1,8,26,0.217,0.291,0.245,0.536,26,,3,6,0,,,,,,,
Trevor Brown,2012,20,-0.5,UCLA,P12,NCAA,,64,281,246,41,79,13,2,3,52,3,4,15,34,0.321,0.373,0.427,0.8,105,,9,5,6,0,,,,,,
Jacob Wilson,2011,20,-0.7,Memphis,CUSA,NCAA,,57,270,217,51,62,14,0,6,51,11,3,34,33,0.286,0.386,0.433,0.82,94,,6,6,7,,,,,,,
Jacob Wilson,2012,21,0.2,Memphis,CUSA,NCAA,,57,266,231,47,74,17,0,17,64,7,9,27,31,0.32,0.394,0.615,1.009,142,,3,2,3,0,,,,,,
Daniel Poma,2011,22,1.6,Hofstra,CAA,NCAA,,47,210,178,38,68,16,2,2,28,20,8,16,30,0.382,0.452,0.528,0.98,94,,10,2,4,,,,,,,
Daniel Poma,2012,23,2.6,Hofstra,CAA,NCAA,,56,280,237,78,102,32,0,7,48,29,9,22,16,0.43,0.5,0.654,1.154,155,,16,0,5,3,,,,,,
Matt Snyder,2011,21,0.4,Mississippi,SEC,NCAA,,55,214,176,25,53,14,0,9,39,0,0,28,40,0.301,0.425,0.534,0.959,94,,10,0,0,,,,,,,
Matt Snyder,2012,22,1.6,Mississippi,SEC,NCAA,,63,269,238,37,79,17,0,12,63,1,1,16,30,0.332,0.398,0.555,0.952,132,,12,0,3,3,,,,,,
Kris Bryant,2011,19,-1.7,San Diego,WCC,NCAA,,53,248,197,57,72,17,1,9,36,18,3,33,55,0.365,0.482,0.599,1.081,118,,14,1,3,,,,,,,
Kris Bryant,2012,20,-0.4,San Diego,WCC,NCAA,,57,263,213,59,78,17,3,14,56,9,3,39,38,0.366,0.483,0.671,1.154,143,,10,0,1,7,,,,,,
Kris Bryant,2013,21,0.5,San Diego,WCC,NCAA,,62,302,228,80,75,13,3,31,62,7,4,66,44,0.329,0.493,0.82,1.314,187,,8,0,0,21,,,,,,
Hunter Dozier,2011,19,-1.8,Stephen F. Austin,SLC,NCAA,,56,219,197,38,62,13,1,5,34,5,3,12,34,0.315,0.363,0.467,0.83,92,,4,4,2,,,,,,,
Hunter Dozier,2012,20,-0.4,Stephen F. Austin,SLC,NCAA,,59,260,227,43,81,22,1,10,37,8,6,29,42,0.357,0.431,0.595,1.025,135,,2,0,2,5,,,,,,
Hunter Dozier,2013,21,0.3,Stephen F. Austin,SLC,NCAA,,55,251,212,47,84,25,0,17,52,12,5,35,35,0.396,0.482,0.755,1.237,160,,2,0,2,9,,,,,,
D.J. Peterson,2011,19,-1.6,New Mexico,MWC,NCAA,,61,274,246,39,78,32,3,6,48,0,0,15,52,0.317,0.377,0.545,0.922,134,,10,1,2,,,,,,,
D.J. Peterson,2012,20,-0.2,New Mexico,MWC,NCAA,,61,288,248,57,104,21,3,17,78,1,1,33,29,0.419,0.49,0.734,1.223,182,,4,0,3,6,,,,,,
D.J. Peterson,2013,21,0.5,New Mexico,MWC,NCAA,,55,277,218,68,89,25,4,18,72,5,1,46,35,0.408,0.52,0.807,1.327,176,,9,0,4,16,,,,,,
Hunter Renfroe,2011,19,-1.6,Mississippi State,SEC,NCAA,,20,30,26,4,4,1,0,0,2,0,0,3,8,0.154,0.233,0.192,0.426,5,,0,0,1,,,,,,,
Hunter Renfroe,2012,20,-0.4,Mississippi State,SEC,NCAA,,61,264,230,24,58,16,0,4,25,7,1,21,51,0.252,0.328,0.374,0.702,86,,6,5,2,2,,,,,,
Hunter Renfroe,2013,21,0.6,Mississippi State,SEC,NCAA,,66,304,255,56,88,16,3,16,65,9,4,35,43,0.345,0.431,0.62,1.051,158,,8,0,6,13,,,,,,
Eric Jagielo,2011,19,-1.6,Notre Dame,BigE,NCAA,,53,232,201,32,54,13,1,5,28,5,5,25,30,0.269,0.355,0.418,0.773,84,,2,4,0,,,,,,,
Eric Jagielo,2012,20,-0.5,Notre Dame,BigE,NCAA,,58,269,229,33,71,15,0,13,43,4,4,28,34,0.31,0.399,0.546,0.945,125,,8,1,3,3,,,,,,
Eric Jagielo,2013,21,0.4,Notre Dame,BigE,NCAA,,56,252,196,47,76,19,1,9,53,3,3,35,33,0.388,0.5,0.633,1.133,124,,15,0,6,10,,,,,,
Phillip Ervin,2011,18,-2.4,Samford,SoCo,NCAA,,58,244,213,44,79,15,2,4,41,7,1,25,28,0.371,0.44,0.516,0.957,110,,3,1,2,,,,,,,
Phillip Ervin,2012,19,-1.5,Samford,SoCo,NCAA,,64,298,260,55,85,18,1,10,52,16,5,23,39,0.327,0.406,0.519,0.925,135,,13,0,2,0,,,,,,
Phillip Ervin,2013,20,-0.5,Samford,SoCo,NCAA,,55,242,196,58,66,14,2,11,40,21,2,39,25,0.337,0.459,0.597,1.056,117,,6,0,1,3,,,,,,
Aaron Judge,2011,19,-1.6,Fresno State,WAC,NCAA,,55,215,187,38,67,12,1,2,30,11,1,25,42,0.358,0.437,0.465,0.902,87,,1,2,0,,,,,,,
Aaron Judge,2012,20,-0.3,Fresno State,WAC,NCAA,,58,256,201,47,62,14,2,4,27,13,2,48,42,0.308,0.453,0.458,0.911,92,,6,0,1,8,,,,,,
Aaron Judge,2013,21,0.5,Fresno State,MWC,NCAA,,56,246,206,45,76,15,4,12,36,12,2,35,53,0.369,0.461,0.655,1.117,135,,2,1,2,8,,,,,,
Austin Wilson,2011,19,-1.4,Stanford,P10,NCAA,,55,210,196,25,61,7,0,5,30,1,0,7,56,0.311,0.348,0.423,0.771,83,,5,0,2,,,,,,,
Austin Wilson,2012,20,-0.5,Stanford,P12,NCAA,,59,263,221,56,63,12,2,10,54,8,0,24,44,0.285,0.389,0.493,0.883,109,,15,1,2,1,,,,,,
Austin Wilson,2013,21,0.6,Stanford,P12,NCAA,,31,137,118,26,34,7,0,5,26,5,2,13,18,0.288,0.387,0.475,0.861,56,,6,0,0,1,,,,,,
Jacob Hannemann,2013,22,1.5,Brigham Young,WCC,NCAA,,51,245,215,53,74,16,7,5,29,14,1,24,37,0.344,0.415,0.553,0.968,119,,2,4,0,4,,,,,,
Stuart Turner,2013,21,0.6,Mississippi,SEC,NCAA,,62,266,222,44,83,15,1,5,51,2,4,28,37,0.374,0.444,0.518,0.962,115,,7,0,9,6,,,,,,
JaCoby Jones,2011,19,-1.6,Louisiana State,SEC,NCAA,,56,219,195,36,66,11,1,4,32,13,8,12,37,0.338,0.395,0.467,0.862,91,,7,4,1,,,,,,,
JaCoby Jones,2012,20,-0.4,Louisiana State,SEC,NCAA,,64,271,246,42,62,13,1,4,29,11,5,15,48,0.252,0.307,0.362,0.669,89,,5,4,1,2,,,,,,
JaCoby Jones,2013,21,0.6,Louisiana State,SEC,NCAA,,59,236,201,42,59,11,1,6,31,12,3,30,44,0.294,0.39,0.448,0.838,90,,3,0,2,3,,,,,,
Daniel Palka,2011,19,-1.4,Georgia Tech,ACC,NCAA,,63,265,232,41,69,18,3,12,52,3,0,21,71,0.297,0.375,0.556,0.931,129,,9,1,2,,,,,,,
Daniel Palka,2012,20,-0.4,Georgia Tech,ACC,NCAA,,64,274,238,44,72,19,2,12,47,6,1,17,50,0.303,0.38,0.55,0.93,131,,15,0,4,4,,,,,,
Daniel Palka,2013,21,0.5,Georgia Tech,ACC,NCAA,,62,280,237,55,81,13,3,17,66,6,0,31,60,0.342,0.436,0.637,1.073,151,,10,0,2,4,,,,,,
Jacob May,2011,19,-1.8,Coastal Carolina,BigS,NCAA,,44,167,141,21,29,6,3,0,13,5,0,12,24,0.206,0.285,0.291,0.576,41,,4,9,1,,,,,,,
Jacob May,2012,20,-0.4,Coastal Carolina,BigS,NCAA,,53,254,209,43,64,7,4,2,18,27,5,26,26,0.306,0.391,0.407,0.798,85,,5,11,3,0,,,,,,
Jacob May,2013,21,0.7,Coastal Carolina,BigS,NCAA,,59,267,216,42,70,12,2,7,31,16,10,22,26,0.324,0.417,0.495,0.912,107,,13,15,1,2,,,,,,
Brandon Dixon,2011,19,-1.4,Arizona,P10,NCAA,,13,13,10,1,2,0,0,0,1,0,0,2,6,0.2,0.333,0.2,0.533,2,,0,1,0,,,,,,,
Brandon Dixon,2012,20,-0.5,Arizona,P12,NCAA,,62,186,155,30,38,9,0,1,14,8,4,12,34,0.245,0.326,0.323,0.648,50,,7,11,1,0,,,,,,
Brandon Dixon,2013,21,0.6,Arizona,P12,NCAA,,55,257,214,57,79,13,5,6,51,30,7,21,35,0.369,0.443,0.561,1.003,120,,12,4,6,6,,,,,,
Ryon Healy,2011,19,-1.4,Oregon,P10,NCAA,,40,136,122,20,39,10,1,4,20,2,2,9,21,0.32,0.373,0.516,0.89,63,,2,2,1,,,,,,,
Ryon Healy,2012,20,-0.5,Oregon,P12,NCAA,,65,287,253,35,79,13,1,4,42,4,2,23,45,0.312,0.378,0.419,0.797,106,,5,4,2,4,,,,,,
Ryon Healy,2013,21,0.6,Oregon,P12,NCAA,,59,260,228,44,76,20,0,11,56,5,3,28,24,0.333,0.408,0.566,0.973,129,,2,0,2,6,,,,,,
Michael O'Neill,2011,19,-1.6,Michigan,BTen,NCAA,,54,240,218,30,67,8,2,2,29,29,8,13,46,0.307,0.356,0.39,0.746,85,,5,1,3,,,,,,,
Michael O'Neill,2012,20,-0.4,Michigan,BTen,NCAA,,41,182,162,31,53,12,1,6,31,19,5,9,22,0.327,0.381,0.525,0.906,85,,7,1,3,3,,,,,,
Michael O'Neill,2013,21,0.4,Michigan,BTen,NCAA,,56,260,239,46,85,17,1,5,37,23,4,11,40,0.356,0.396,0.498,0.894,119,,7,0,3,3,,,,,,
Conrad Gregor,2011,19,-1.6,Vanderbilt,SEC,NCAA,,58,209,170,33,60,11,0,3,32,2,1,32,30,0.353,0.456,0.471,0.927,80,,2,3,2,,,,,,,
Conrad Gregor,2012,20,-0.4,Vanderbilt,SEC,NCAA,,63,279,229,37,75,20,1,3,35,10,0,41,41,0.328,0.439,0.463,0.902,106,,6,1,2,4,,,,,,
Conrad Gregor,2013,21,0.6,Vanderbilt,SEC,NCAA,,65,299,227,47,70,14,0,3,48,21,3,54,29,0.308,0.44,0.41,0.849,93,,7,1,10,7,,,,,,
Jordan Patterson,2011,19,-2,South Alabama,SBC,NCAA,,57,257,211,38,60,11,1,4,32,4,2,23,42,0.284,0.391,0.403,0.794,85,,16,4,3,,,,,,,
Jordan Patterson,2012,20,-0.6,South Alabama,SBC,NCAA,,57,261,217,41,70,15,1,8,44,2,1,23,45,0.323,0.426,0.512,0.938,111,,17,3,1,0,,,,,,
Jordan Patterson,2013,21,0.1,South Alabama,SBC,NCAA,,63,297,233,69,82,25,1,4,49,4,2,41,35,0.352,0.485,0.519,1.004,121,,21,0,2,6,,,,,,
Zane Evans,2011,19,-1.4,Georgia Tech,ACC,NCAA,,58,254,226,34,61,14,0,5,46,2,0,20,53,0.27,0.327,0.398,0.725,90,,0,6,2,,,,,,,
Zane Evans,2012,20,-0.4,Georgia Tech,ACC,NCAA,,60,251,224,34,66,17,1,4,51,1,0,24,45,0.295,0.363,0.433,0.796,97,,1,0,2,0,,,,,,
Zane Evans,2013,21,0.5,Georgia Tech,ACC,NCAA,,64,284,244,47,88,12,1,14,66,0,1,33,40,0.361,0.43,0.59,1.02,144,,1,0,6,5,,,,,,
L.J. Mazzilli,2011,20,-0.6,Connecticut,BigE,NCAA,,65,304,275,48,93,23,5,3,32,11,10,21,28,0.338,0.392,0.491,0.883,135,,4,3,1,,,,,,,
L.J. Mazzilli,2012,21,0.5,Connecticut,BigE,NCAA,,58,267,239,43,81,19,2,9,38,16,5,22,30,0.339,0.404,0.548,0.953,131,,5,0,1,3,,,,,,
L.J. Mazzilli,2013,22,1.4,Connecticut,BigE,NCAA,,63,299,260,50,92,16,4,6,52,29,4,28,26,0.354,0.408,0.515,0.923,134,,2,0,9,8,,,,,,
Mason Katz,2011,20,-0.6,Louisiana State,SEC,NCAA,,51,209,190,40,64,21,2,4,53,6,4,9,34,0.337,0.371,0.532,0.902,101,,3,4,3,,,,,,,
Mason Katz,2012,21,0.6,Louisiana State,SEC,NCAA,,64,285,241,65,77,15,1,13,52,8,4,33,52,0.32,0.414,0.552,0.966,133,,8,0,3,0,,,,,,
Mason Katz,2013,22,1.6,Louisiana State,SEC,NCAA,,68,293,243,53,90,14,2,16,70,5,7,41,38,0.37,0.464,0.642,1.106,156,,5,0,4,0,,,,,,
Brian Ragira,2011,19,-1.4,Stanford,P10,NCAA,,56,236,213,31,70,7,5,4,46,2,2,14,47,0.329,0.37,0.465,0.835,99,,3,1,5,,,,,,,
Brian Ragira,2012,20,-0.5,Stanford,P12,NCAA,,59,278,252,41,82,15,0,5,50,3,2,18,47,0.325,0.381,0.444,0.826,112,,6,0,2,1,,,,,,
Brian Ragira,2013,21,0.6,Stanford,P12,NCAA,,54,251,221,35,71,10,1,8,42,4,1,15,24,0.321,0.378,0.484,0.863,107,,9,0,6,1,,,,,,
Tony Kemp,2011,19,-1.6,Vanderbilt,SEC,NCAA,,65,310,252,58,83,8,7,0,34,17,5,37,32,0.329,0.434,0.417,0.851,105,,12,6,3,,,,,,,
Tony Kemp,2012,20,-0.4,Vanderbilt,SEC,NCAA,,63,297,241,55,63,11,8,1,31,21,4,39,42,0.261,0.392,0.386,0.778,93,,13,4,0,0,,,,,,
Tony Kemp,2013,21,0.6,Vanderbilt,SEC,NCAA,,66,317,266,64,104,13,6,0,33,34,14,35,32,0.391,0.471,0.485,0.956,129,,9,3,4,3,,,,,,
Chad Wallach,2011,19,-1.8,CS Fullerton,BigW,NCAA,,20,32,27,2,6,0,0,0,3,0,1,4,5,0.222,0.344,0.222,0.566,6,,1,0,0,,,,,,,
Chad Wallach,2012,20,-0.3,CS Fullerton,BigW,NCAA,,32,79,68,7,14,4,0,0,7,1,0,6,12,0.206,0.282,0.265,0.547,18,,2,1,2,0,,,,,,
Chad Wallach,2013,21,0.5,CS Fullerton,BigW,NCAA,,50,194,162,24,50,14,1,2,32,2,2,15,17,0.309,0.395,0.444,0.839,72,,10,4,3,0,,,,,,
Jared King,2011,19,-1.8,Kansas State,B12,NCAA,,50,204,176,34,54,12,2,8,40,13,3,15,32,0.307,0.365,0.534,0.9,94,,3,7,3,,,,,,,
Jared King,2012,20,-0.9,Kansas State,B12,NCAA,,56,258,220,49,82,15,4,7,47,16,4,31,29,0.373,0.449,0.573,1.022,126,,2,2,3,4,,,,,,
Jared King,2013,21,0.2,Kansas State,B12,NCAA,,59,270,218,52,73,16,2,7,53,14,5,34,22,0.335,0.439,0.523,0.962,114,,11,1,6,4,,,,,,
Jack Reinheimer,2011,18,-2.7,East Carolina,CUSA,NCAA,,59,249,212,33,66,4,0,0,23,3,1,24,30,0.311,0.383,0.33,0.713,70,,3,6,4,,,,,,,
Jack Reinheimer,2012,19,-1.8,East Carolina,CUSA,NCAA,,61,269,238,36,70,11,1,2,22,9,1,14,29,0.294,0.342,0.374,0.716,89,,5,9,3,1,,,,,,
Jack Reinheimer,2013,20,-0.5,East Carolina,CUSA,NCAA,,56,263,221,32,60,9,0,2,21,10,3,29,43,0.271,0.356,0.339,0.695,75,,1,10,2,0,,,,,,
Johnny Field,2011,19,-1.4,Arizona,P10,NCAA,,52,203,175,35,52,15,5,3,32,4,2,17,22,0.297,0.368,0.491,0.86,86,,5,2,4,,,,,,,
Johnny Field,2012,20,-0.5,Arizona,P12,NCAA,,65,321,257,72,95,18,7,3,44,11,8,43,28,0.37,0.476,0.529,1.005,136,,11,8,2,2,,,,,,
Johnny Field,2013,21,0.6,Arizona,P12,NCAA,,55,263,222,58,77,11,7,5,39,16,5,25,22,0.347,0.424,0.527,0.951,117,,7,6,3,4,,,,,,
Joe Jackson,2011,19,-1.4,Citadel,SoCo,NCAA,,54,194,169,25,51,8,2,0,23,4,1,20,19,0.302,0.372,0.373,0.745,63,,0,3,2,,,,,,,
Joe Jackson,2012,20,-0.5,Citadel,SoCo,NCAA,,58,258,229,35,64,15,4,1,26,4,0,22,37,0.279,0.344,0.393,0.737,90,,2,2,3,0,,,,,,
Joe Jackson,2013,21,0.5,Citadel,SoCo,NCAA,,60,287,228,66,88,19,2,13,67,3,5,43,29,0.386,0.495,0.658,1.153,150,,10,2,4,3,,,,,,
Mikey Reynolds,2012,21,0.1,Texas A&M,B12,NCAA,,58,262,216,55,66,12,3,1,23,21,2,31,31,0.306,0.417,0.403,0.82,87,,11,3,1,1,,,,,,
Mikey Reynolds,2013,22,1.6,Texas A&M,SEC,NCAA,,59,253,218,40,74,14,1,1,25,18,6,21,23,0.339,0.408,0.427,0.835,93,,7,3,4,2,,,,,,
Adam Frazier,2011,19,-1.6,Mississippi State,SEC,NCAA,,38,101,95,10,26,0,0,0,13,4,1,3,14,0.274,0.293,0.274,0.567,26,,0,2,1,,,,,,,
Adam Frazier,2012,20,-0.4,Mississippi State,SEC,NCAA,,64,306,245,45,91,16,1,0,26,9,6,50,24,0.371,0.482,0.445,0.927,109,,4,5,2,4,,,,,,
Adam Frazier,2013,21,0.6,Mississippi State,SEC,NCAA,,71,337,304,62,107,20,7,0,38,9,4,23,26,0.352,0.398,0.464,0.861,141,,2,5,3,0,,,,,,
Jason Monda,2011,19,-1.4,Washington State,P10,NCAA,,38,157,134,16,39,9,2,2,20,2,2,9,33,0.291,0.359,0.433,0.792,58,,7,4,3,,,,,,,
Jason Monda,2012,20,-0.5,Washington State,P12,NCAA,,53,227,193,27,53,10,2,1,18,6,2,13,29,0.275,0.369,0.363,0.732,70,,17,2,2,3,,,,,,
Jason Monda,2013,21,0.6,Washington State,P12,NCAA,,55,243,211,30,62,6,0,7,40,6,3,5,44,0.294,0.346,0.422,0.768,89,,15,6,6,0,,,,,,
Jason Monda,2014,22,1.5,Washington State,P12,NCAA,,33,57,51,2,7,1,0,0,4,0,0,2,13,0.137,0.214,0.157,0.371,8,,3,1,0,0,,,,,,
Garrett Cooper,2012,21,0.6,Auburn,SEC,NCAA,,49,208,173,35,56,9,0,5,31,1,0,17,30,0.324,0.42,0.462,0.882,80,,13,3,2,0,,,,,,
Garrett Cooper,2013,22,1.6,Auburn,SEC,NCAA,,56,238,189,31,67,12,1,7,37,1,0,37,30,0.354,0.481,0.54,1.021,102,,10,1,1,2,,,,,,
James Ramsay,2011,19,-1.6,South Florida,BigE,NCAA,,51,206,180,20,45,7,3,3,22,5,2,16,43,0.25,0.308,0.372,0.681,67,,1,5,4,,,,,,,
James Ramsay,2012,20,-0.5,South Florida,BigE,NCAA,,60,269,238,33,78,9,0,2,32,14,5,25,25,0.328,0.39,0.391,0.781,93,,2,0,4,3,,,,,,
James Ramsay,2013,21,0.4,South Florida,BigE,NCAA,,57,279,243,37,82,14,2,3,43,12,6,29,21,0.337,0.409,0.449,0.858,109,,2,3,2,5,,,,,,
Matt Oberste,2012,20,-0.9,Oklahoma,B12,NCAA,,42,152,125,28,39,10,0,6,22,6,1,13,26,0.312,0.413,0.536,0.949,67,,10,2,2,0,,,,,,
Matt Oberste,2013,21,0.2,Oklahoma,B12,NCAA,,64,291,241,53,90,19,4,11,60,13,5,26,33,0.373,0.458,0.622,1.081,150,,16,3,5,8,,,,,,
Brandon Trinkwon,2011,19,-1.8,UC Santa Barbara,BigW,NCAA,,29,96,79,15,20,3,0,1,6,0,0,8,13,0.253,0.318,0.329,0.647,26,,0,8,1,,,,,,,
Brandon Trinkwon,2012,20,-0.3,UC Santa Barbara,BigW,NCAA,,56,248,202,42,70,17,3,2,32,7,3,40,24,0.347,0.46,0.49,0.95,99,,4,0,2,4,,,,,,
Brandon Trinkwon,2013,21,0.5,UC Santa Barbara,BigW,NCAA,,60,273,232,40,65,8,2,4,37,10,2,30,28,0.28,0.367,0.384,0.751,89,,3,6,2,2,,,,,,
Connor Harrell,2011,20,-0.6,Vanderbilt,SEC,NCAA,,64,228,197,35,57,12,1,9,36,7,0,14,45,0.289,0.355,0.497,0.852,98,,7,8,2,,,,,,,
Connor Harrell,2012,21,0.6,Vanderbilt,SEC,NCAA,,57,222,187,28,45,11,2,7,26,4,2,21,57,0.241,0.353,0.433,0.786,81,,12,1,1,0,,,,,,
Connor Harrell,2013,22,1.6,Vanderbilt,SEC,NCAA,,66,301,247,60,77,12,3,12,67,9,2,32,62,0.312,0.418,0.53,0.948,131,,16,2,4,1,,,,,,
Ty Young,2011,18,-2.6,Louisville,BigE,NCAA,,52,165,139,22,29,8,2,0,16,6,4,21,43,0.209,0.327,0.295,0.622,41,,4,0,1,,,,,,,
Ty Young,2012,19,-1.5,Louisville,BigE,NCAA,,57,229,180,42,62,9,4,6,42,15,4,23,35,0.344,0.467,0.539,1.006,97,,21,2,3,1,,,,,,
Ty Young,2013,20,-0.6,Louisville,BigE,NCAA,,65,287,236,54,79,13,7,4,58,26,5,23,35,0.335,0.418,0.5,0.918,118,,18,0,10,3,,,,,,
Drew Dosch,2011,19,-1.6,Youngstown State,Horz,NCAA,,42,171,145,15,38,1,0,0,11,5,2,14,17,0.262,0.323,0.269,0.592,39,,0,10,2,,,,,,,
